ID,CNN,Street_Name_1,Street_Name_2,X_Coord,Y_Coord,Latitude,Longitude,Zip_Code,elevation_m
368234,54097000,THE FEENEY WAY,OWENS ST,6014299.5,2107501.8,37.76760234956,-122.39380433476,94158.0,3.8837924
368233,54094000,THE FEENEY WAY,04TH ST,6015142.9,2107548.6,37.76777768517,-122.39089036926,94158.0,4.958349705
368232,54091000,THE FEENEY WAY,03RD ST,6015607.0,2107574.4,37.76787426654,-122.38928689102,94158.0,4.210013866
368231,54094000,04TH ST,THE FEENEY WAY,6015142.9,2107548.6,37.76777768517,-122.39089036926,94158.0,4.958349705
368230,54097000,OWENS ST,THE FEENEY WAY,6014299.5,2107501.8,37.76760234956,-122.39380433476,94158.0,3.8837924
368040,20172000,MEMORY LN,CATALINA ST,6018229.0,2096012.4,37.73627239782,-122.37941435331,94124.0,25.712425232
368039,35161000,MEMORY LN,FAIRFAX AVE,6018425.7,2095632.3,37.73523956402,-122.37870788712,,40.561637878
368038,20168000,HARE ST,MEMORY LN,6018214.0,2095359.7,37.73447938498,-122.37942088927,94124.0,37.709335327
368037,20172000,MEMORY LN,WILLS ST,6018229.0,2096012.4,37.73627239782,-122.37941435331,94124.0,25.712425232
368036,35161000,FAIRFAX AVE,MEMORY LN,6018425.7,2095632.3,37.73523956402,-122.37870788712,,40.561637878
368035,20172000,MEMORY LN,MIDDLE POINT RD,6018229.0,2096012.4,37.73627239782,-122.37941435331,94124.0,25.712425232
368034,20168000,MEMORY LN,MIDDLE POINT RD,6018214.0,2095359.7,37.73447938498,-122.37942088927,94124.0,37.709335327
368033,20172000,MIDDLE POINT RD,MEMORY LN,6018229.0,2096012.4,37.73627239782,-122.37941435331,94124.0,25.712425232
368032,20172000,CATALINA ST,MEMORY LN,6018229.0,2096012.4,37.73627239782,-122.37941435331,94124.0,25.712425232
368031,20168000,MEMORY LN,HARE ST,6018214.0,2095359.7,37.73447938498,-122.37942088927,94124.0,37.709335327
368030,20168000,MIDDLE POINT RD,MEMORY LN,6018214.0,2095359.7,37.73447938498,-122.37942088927,94124.0,37.709335327
368029,20172000,WILLS ST,MEMORY LN,6018229.0,2096012.4,37.73627239782,-122.37941435331,94124.0,25.712425232
367811,51731000,LA AVANZADA ST,LA AVANZADA,5997362.1,2103864.2,37.75665862423,-122.45212584321,94114.0,235.618927002
367810,51731000,PALO ALTO AVE,LA AVANZADA ST,5997362.1,2103864.2,37.75665862423,-122.45212584321,94114.0,235.618927002
367809,51731000,LA AVANZADA ST,PALO ALTO AVE,5997362.1,2103864.2,37.75665862423,-122.45212584321,94114.0,235.618927002
367808,51731000,LA AVANZADA,LA AVANZADA ST,5997362.1,2103864.2,37.75665862423,-122.45212584321,94114.0,235.618927002
367807,33651000,DELLBROOK AVE,LA AVANZADA ST,5997010.0,2103885.9,37.75669803137,-122.45334509262,94114.0,220.488967896
367806,33651000,LA AVANZADA ST,DELLBROOK AVE,5997010.0,2103885.9,37.75669803137,-122.45334509262,94114.0,220.488967896
367722,35160000,26TH ST,ARKANSAS ST,6013143.9,2101521.0,37.75111609575,-122.39738196114,,24.853727341
367721,35159000,25TH ST,ARKANSAS ST,6013121.6,2101935.2,37.75225215817,-122.39748812319,,42.686767578
367720,35159000,ARKANSAS ST,25TH ST,6013121.6,2101935.2,37.75225215817,-122.39748812319,,42.686767578
367719,35160000,ARKANSAS ST,26TH ST,6013143.9,2101521.0,37.75111609575,-122.39738196114,,24.853727341
367647,54416000,SANTOS ST,SUNRISE WAY,6006571.4,2086888.9,37.71057142488,-122.41907265476,,36.176059723
367646,54416000,SUNRISE WAY,SANTOS ST,6006571.4,2086888.9,37.71057142488,-122.41907265476,,36.176059723
367645,54414000,SANTOS ST,SUNNYDALE AVE,6006884.9,2087580.5,37.71248806295,-122.41803812456,,34.031116486
367644,54414000,SUNNYDALE AVE,SANTOS ST,6006884.9,2087580.5,37.71248806295,-122.41803812456,,34.031116486
367478,35158000,GEORGIA LN,23RD ST,6016761.3,2103071.0,37.75557281376,-122.38498047202,,6.853754997
367477,51599000,CRAIG LN,MARYLAND ST,6017197.2,2103838.6,37.75770467795,-122.38352654803,94107.0,6.674845695
367476,35157000,MARYLAND ST,23RD ST,6017238.8,2103088.6,37.75564754002,-122.38333033681,,5.71416378
367475,54413000,DELAWARE ST,23RD ST,6017545.0,2103104.4,37.75570784747,-122.38227241314,,4.702094078
367474,54413000,23RD ST,DELAWARE ST,6017545.0,2103104.4,37.75570784747,-122.38227241314,,4.702094078
367473,35157000,23RD ST,MARYLAND ST,6017238.8,2103088.6,37.75564754002,-122.38333033681,,5.71416378
367472,54410000,HUMBOLDT ST,DELAWARE ST,6017516.6,2103618.8,37.75711865839,-122.38240662786,,5.311823368
367471,51599000,MARYLAND ST,CRAIG LN,6017197.2,2103838.6,37.75770467795,-122.38352654803,94107.0,6.674845695
367470,51599000,CRAIG LN,22ND ST,6017197.2,2103838.6,37.75770467795,-122.38352654803,94107.0,6.674845695
367469,54411000,LOUISIANA ST,HUMBOLDT ST,6016900.1,2103584.6,37.75699072809,-122.38453622626,,8.229990959
367468,35158000,23RD ST,GEORGIA LN,6016761.3,2103071.0,37.75557281376,-122.38498047202,,6.853754997
367467,54412000,GEORGIA LN,HUMBOLDT ST,6016733.3,2103575.4,37.7569562414,-122.38511244819,,9.301132202
367466,54412000,HUMBOLDT ST,GEORGIA LN,6016733.3,2103575.4,37.7569562414,-122.38511244819,,9.301132202
367465,51599000,22ND ST,CRAIG LN,6017197.2,2103838.6,37.75770467795,-122.38352654803,94107.0,6.674845695
367464,33655000,22ND ST,CRAIG LN,6016632.8,2103997.4,37.75810940456,-122.38548942625,94107.0,10.533190727
367463,51600000,MARYLAND ST,HUMBOLDT ST,6017210.4,2103601.8,37.75705511035,-122.38346427834,94107.0,6.205177307
367462,51600000,HUMBOLDT ST,MARYLAND ST,6017210.4,2103601.8,37.75705511035,-122.38346427834,94107.0,6.205177307
367461,54409000,CRAIG LN,LOUISIANA ST,6016886.5,2103828.8,37.75766049786,-122.38460027023,,5.323085785
367460,54411000,HUMBOLDT ST,LOUISIANA ST,6016900.1,2103584.6,37.75699072809,-122.38453622626,,8.229990959
367459,54409000,LOUISIANA ST,CRAIG LN,6016886.5,2103828.8,37.75766049786,-122.38460027023,,5.323085785
367458,54410000,DELAWARE ST,HUMBOLDT ST,6017516.6,2103618.8,37.75711865839,-122.38240662786,,5.311823368
367457,33655000,CRAIG LN,22ND ST,6016632.8,2103997.4,37.75810940456,-122.38548942625,94107.0,10.533190727
367296,34176000,CORINNE WOODS WAY,LONG BRIDGE ST,6014562.6,2109178.6,37.77222108879,-122.39301163279,94158.0,3.221221209
367295,34176000,LONG BRIDGE ST,CORINNE WOODS WAY,6014562.6,2109178.6,37.77222108879,-122.39301163279,94158.0,3.221221209
367294,34177000,LONG BRIDGE ST,CORINNE WOODS WAY,6014478.1,2109097.9,37.77199481035,-122.3932982797,94158.0,3.173543215
367293,34174000,CORINNE WOODS WAY,CHANNEL ST,6014296.5,2109287.9,37.77250641721,-122.39393975533,94158.0,2.997838497
367292,34173000,CORINNE WOODS WAY,CHANNEL ST,6014381.0,2109368.7,37.77273297177,-122.3936531154,94158.0,3.188515186
367291,34173000,CHANNEL ST,CORINNE WOODS WAY,6014381.0,2109368.7,37.77273297177,-122.3936531154,94158.0,3.188515186
367290,34174000,CHANNEL ST,CORINNE WOODS WAY,6014296.5,2109287.9,37.77250641721,-122.39393975533,94158.0,2.997838497
367289,34177000,CORINNE WOODS WAY,LONG BRIDGE ST,6014478.1,2109097.9,37.77199481035,-122.3932982797,94158.0,3.173543215
367209,35107000,BLOSSOM LN,PORTWAY PSGE,6022974.8,2128176.6,37.82484913144,-122.3652226572,,4.194572926
367208,35136000,PORTWAY PSGE,UNNAMED ST,6021315.1,2130345.0,37.83071206317,-122.37111794097,,3.303615808
367207,35087000,TRADE WINDS AVE,PORTWAY PSGE,6023464.7,2127173.2,37.82212082805,-122.36345765478,,3.502535105
367206,35107000,PORTWAY PSGE,BLOSSOM LN,6022974.8,2128176.6,37.82484913144,-122.3652226572,,4.194572926
367205,35136000,UNNAMED ST,PORTWAY PSGE,6021315.1,2130345.0,37.83071206317,-122.37111794097,,3.303615808
367204,35087000,PORTWAY PSGE,TRADE WINDS AVE,6023464.7,2127173.2,37.82212082805,-122.36345765478,,3.502535105
367199,35125000,MAYBECK ST,PASSIFLORA WAY,6020732.9,2129126.3,37.8273338217,-122.37304898144,,2.821931124
367198,35119000,PASSIFLORA WAY,KELHAM ST,6021010.1,2128569.3,37.82581966364,-122.37205082316,,3.339933157
367197,35119000,KELHAM ST,PASSIFLORA WAY,6021010.1,2128569.3,37.82581966364,-122.37205082316,,3.339933157
367196,35125000,PASSIFLORA WAY,MAYBECK ST,6020732.9,2129126.3,37.8273338217,-122.37304898144,,2.821931124
367120,34151000,I-80 W ON RAMP,TREASURE ISLAND RD,6023329.0,2123385.9,37.81171434342,-122.36366627427,94130.0,46.227062225
367119,34151000,TREASURE ISLAND RD,MACALLA RD,6023329.0,2123385.9,37.81171434342,-122.36366627427,94130.0,46.227062225
367118,34151000,TREASURE ISLAND RD,I-80 W ON RAMP,6023329.0,2123385.9,37.81171434342,-122.36366627427,94130.0,46.227062225
367117,34151000,TREASURE ISLAND RD,SOUTH GATE RD,6023329.0,2123385.9,37.81171434342,-122.36366627427,94130.0,46.227062225
367116,34151000,NORTH GATE RD,TREASURE ISLAND RD,6023329.0,2123385.9,37.81171434342,-122.36366627427,94130.0,46.227062225
367115,34151000,MACALLA RD,TREASURE ISLAND RD,6023329.0,2123385.9,37.81171434342,-122.36366627427,94130.0,46.227062225
367114,34151000,SOUTH GATE RD,TREASURE ISLAND RD,6023329.0,2123385.9,37.81171434342,-122.36366627427,94130.0,46.227062225
367113,34151000,TREASURE ISLAND RD,NORTH GATE RD,6023329.0,2123385.9,37.81171434342,-122.36366627427,94130.0,46.227062225
367078,33553000,TERRA VISTA AVE,VICHA RATANAPAKDEE WAY,5999994.4,2112820.8,37.78140163253,-122.44366583854,94115.0,94.966140747
367077,26399000,OFARRELL ST,VICHA RATANAPAKDEE WAY,5999950.2,2112992.9,37.78187165378,-122.44383111684,94115.0,85.030883789
367076,33553000,VICHA RATANAPAKDEE WAY,TERRA VISTA AVE,5999994.4,2112820.8,37.78140163253,-122.44366583854,94115.0,94.966140747
367075,20409000,HAHN ST,MRS. JACKSON WAY,6007470.0,2087359.6,37.71191443156,-122.41600019962,94134.0,27.482969284
367074,20409000,MRS. JACKSON WAY,SUNNYDALE AVE,6007470.0,2087359.6,37.71191443156,-122.41600019962,94134.0,27.482969284
367073,26399000,VICHA RATANAPAKDEE WAY,OFARRELL ST,5999950.2,2112992.9,37.78187165378,-122.44383111684,94115.0,85.030883789
367072,20416000,MRS. JACKSON WAY,HAHN ST,6007687.0,2087934.2,37.71350436156,-122.41529083479,94134.0,36.167434692
367071,26399000,LYON ST,VICHA RATANAPAKDEE WAY,5999950.2,2112992.9,37.78187165378,-122.44383111684,94115.0,85.030883789
367070,26399000,VICHA RATANAPAKDEE WAY,LYON ST,5999950.2,2112992.9,37.78187165378,-122.44383111684,94115.0,85.030883789
367069,20416000,MRS. JACKSON WAY,VISITACION AVE,6007687.0,2087934.2,37.71350436156,-122.41529083479,94134.0,36.167434692
367068,20416000,HAHN ST,MRS. JACKSON WAY,6007687.0,2087934.2,37.71350436156,-122.41529083479,94134.0,36.167434692
367067,20416000,VISITACION AVE,MRS. JACKSON WAY,6007687.0,2087934.2,37.71350436156,-122.41529083479,94134.0,36.167434692
367066,20409000,MRS. JACKSON WAY,HAHN ST,6007470.0,2087359.6,37.71191443156,-122.41600019962,94134.0,27.482969284
367065,20409000,SUNNYDALE AVE,MRS. JACKSON WAY,6007470.0,2087359.6,37.71191443156,-122.41600019962,94134.0,27.482969284
367006,26250000,CLARENDON AVE,DELLBROOK AVE,5996893.2,2104168.7,37.75746783346,-122.45376944836,94114.0,213.23866272
367005,26250000,DELLBROOK AVE,CLARENDON AVE,5996893.2,2104168.7,37.75746783346,-122.45376944836,94114.0,213.23866272
366916,35153000,AVENUE OF THE PALMS,BRUTON ST,6020865.3,2125888.6,37.81845113737,-122.37236638437,,3.816577911
366915,35153000,BRUTON ST,AVENUE OF THE PALMS,6020865.3,2125888.6,37.81845113737,-122.37236638437,,3.816577911
366845,54388000,DR MAYA ANGELOU LN,CHANNEL ST,6015754.9,2110023.2,37.7746063323,-122.38894630537,,4.890529633
366844,35148000,DR MAYA ANGELOU LN,TONI STONE XING,6015738.8,2110314.0,37.77540391231,-122.38902230675,,4.640885353
366843,54388000,CHANNEL ST,DR MAYA ANGELOU LN,6015754.9,2110023.2,37.7746063323,-122.38894630537,,4.890529633
366842,35148000,TONI STONE XING,DR MAYA ANGELOU LN,6015738.8,2110314.0,37.77540391231,-122.38902230675,,4.640885353
366806,35147000,BRIDGEVIEW WAY,TONI STONE XING,6015984.4,2110327.7,37.77545514034,-122.38817366738,,4.600531101
366805,35149000,TONI STONE XING,03RD ST,6015473.8,2110299.3,37.77534885652,-122.38993798476,,3.310977459
366804,54388000,CHANNEL ST,MAYA ANGELOU LN,6015754.9,2110023.2,37.7746063323,-122.38894630537,,4.890529633
366803,35149000,03RD ST,TONI STONE XING,6015473.8,2110299.3,37.77534885652,-122.38993798476,,3.310977459
366802,54388000,MAYA ANGELOU LN,CHANNEL ST,6015754.9,2110023.2,37.7746063323,-122.38894630537,,4.890529633
366801,35147000,TONI STONE XING,BRIDGEVIEW WAY,6015984.4,2110327.7,37.77545514034,-122.38817366738,,4.600531101
366800,35148000,MAYA ANGELOU LN,TONI STONE XING,6015738.8,2110314.0,37.77540391231,-122.38902230675,,4.640885353
366799,35148000,TONI STONE XING,MAYA ANGELOU LN,6015738.8,2110314.0,37.77540391231,-122.38902230675,,4.640885353
366640,22183000,MAJESTIC AVE,TARA ST,5997472.9,2089913.7,37.71836026244,-122.45073685492,94112.0,114.314361572
366639,22183000,RIDGE LN,TARA ST,5997472.9,2089913.7,37.71836026244,-122.45073685492,94112.0,114.314361572
366638,22183000,TARA ST,RIDGE LN,5997472.9,2089913.7,37.71836026244,-122.45073685492,94112.0,114.314361572
366637,22183000,TARA ST,MAJESTIC AVE,5997472.9,2089913.7,37.71836026244,-122.45073685492,94112.0,114.314361572
366462,26597000,POST ST,BOSWELL ST,6002842.1,2114089.7,37.78504771723,-122.43390491636,94115.0,40.583515167
366461,26596000,GEARY BLVD,BOSWELL ST,6002874.7,2113857.7,37.78441255385,-122.43377554311,94115.0,39.829063416
366460,26597000,BOSWELL ST,POST ST,6002842.1,2114089.7,37.78504771723,-122.43390491636,94115.0,40.583515167
366459,26596000,BOSWELL ST,GEARY BLVD,6002874.7,2113857.7,37.78441255385,-122.43377554311,94115.0,39.829063416
366378,54395000,MEADOW DR,YERBA BUENA RD,6022199.2,2123075.1,37.81079910699,-122.3675550128,,78.781211853
366377,54389000,MACALLA RD,DUNLIN LN,6021527.3,2123511.2,37.81195969424,-122.36991057198,,47.516365051
366376,35152000,YERBA BUENA RD,SIGNAL RD,6022216.0,2122877.0,37.81025608991,-122.36748318605,,86.175201416
366375,54393000,MACALLA RD,SANDPIPER LN,6021751.4,2123315.3,37.81143409138,-122.36912142241,,63.000923157
366374,54400000,MACALLA RD,BRISTOL CT,6022706.6,2123325.9,37.81151554014,-122.36581624391,,66.54776001
366373,35150000,YERBA BUENA RD,MACALLA RD,6022198.0,2123189.0,37.8111117848,-122.36756703355,,75.109901428
366372,54391000,MACALLA RD,WREN LN,6021615.0,2123422.7,37.81172150518,-122.36960092391,,53.849884033
366371,35152000,SIGNAL RD,YERBA BUENA RD,6022216.0,2122877.0,37.81025608991,-122.36748318605,,86.175201416
366370,54393000,SANDPIPER LN,MACALLA RD,6021751.4,2123315.3,37.81143409138,-122.36912142241,,63.000923157
366369,35150000,MACALLA RD,YERBA BUENA RD,6022198.0,2123189.0,37.8111117848,-122.36756703355,,75.109901428
366368,54395000,YERBA BUENA RD,MEADOW DR,6022199.2,2123075.1,37.81079910699,-122.3675550128,,78.781211853
366367,54389000,DUNLIN LN,MACALLA RD,6021527.3,2123511.2,37.81195969424,-122.36991057198,,47.516365051
366366,54397000,FOREST RD,YERBA BUENA RD,6022241.9,2122966.1,37.8105021576,-122.36739970259,,82.875854492
366365,54397000,YERBA BUENA RD,FOREST RD,6022241.9,2122966.1,37.8105021576,-122.36739970259,,82.875854492
366364,54400000,BRISTOL CT,MACALLA RD,6022706.6,2123325.9,37.81151554014,-122.36581624391,,66.54776001
366363,54391000,WREN LN,MACALLA RD,6021615.0,2123422.7,37.81172150518,-122.36960092391,,53.849884033
365613,54063000,BUCHANAN ST,TURK ST,6004270.8,2112555.3,37.78091560949,-122.4288526373,94115.0,30.960195541
365612,54061000,BUCHANAN ST,MCALLISTER ST,6004365.2,2111873.7,37.77904944711,-122.42847746403,94102.0,28.266529083
365611,54062000,BUCHANAN ST,GOLDEN GATE AVE,6004318.0,2112214.6,37.7799828031,-122.42866505544,94115.0,30.180246353
365610,54063000,TURK ST,BUCHANAN ST,6004270.8,2112555.3,37.78091560949,-122.4288526373,94115.0,30.960195541
365609,54062000,GOLDEN GATE AVE,BUCHANAN ST,6004318.0,2112214.6,37.7799828031,-122.42866505544,94115.0,30.180246353
365608,54060000,FULTON ST,BUCHANAN ST,6004412.4,2111533.6,37.77811828727,-122.42828993437,94102.0,29.370880127
365607,54061000,MCALLISTER ST,BUCHANAN ST,6004365.2,2111873.7,37.77904944711,-122.42847746403,94102.0,28.266529083
365457,35148000,PLANK RD,SPUR ST,6015738.8,2110314.0,37.77540391231,-122.38902230675,,4.640885353
365456,35149000,03RD ST,SPUR ST,6015473.8,2110299.3,37.77534885652,-122.38993798476,,3.310977459
365455,54388000,PLANK RD,CHANNEL ST,6015754.9,2110023.2,37.7746063323,-122.38894630537,,4.890529633
365454,35147000,BRIDGEVIEW WAY,SPUR ST,6015984.4,2110327.7,37.77545514034,-122.38817366738,,4.600531101
365453,35149000,SPUR ST,03RD ST,6015473.8,2110299.3,37.77534885652,-122.38993798476,,3.310977459
365452,54388000,CHANNEL ST,PLANK RD,6015754.9,2110023.2,37.7746063323,-122.38894630537,,4.890529633
365451,35148000,SPUR ST,PLANK RD,6015738.8,2110314.0,37.77540391231,-122.38902230675,,4.640885353
365450,35147000,SPUR ST,BRIDGEVIEW WAY,6015984.4,2110327.7,37.77545514034,-122.38817366738,,4.600531101
365383,35080000,SEVEN SEAS AVE,TRADE WINDS AVE,6021420.9,2125783.5,37.81819306738,-122.37043602287,,4.003364563
365382,35097000,CRAVATH ST,GARDEN WALK,6020779.1,2126570.6,37.82031901327,-122.37271199067,,4.136475086
365381,35119000,PEACEMAKERS ST,KELHAM ST,6021010.1,2128569.3,37.82581966364,-122.37205082316,,3.339933157
365380,35097000,GARDEN WALK,CRAVATH ST,6020779.1,2126570.6,37.82031901327,-122.37271199067,,4.136475086
365379,35119000,KELHAM ST,BRAGHETTA LN,6021010.1,2128569.3,37.82581966364,-122.37205082316,,3.339933157
365378,35127000,GARDEN WALK,SOTOMAYOR ST,6019671.7,2128798.4,37.82637510417,-122.37669976601,,2.27630806
365377,35141000,CLIPPER COVE AVE,PHILLIPS LN,6023155.5,2126046.5,37.81901025683,-122.36445022966,,3.26200819
365376,35101000,BRAGHETTA LN,FARALLON ST,6021904.3,2126954.9,37.82143597966,-122.36884382073,,3.824514627
365375,35105000,WURSTER LN,BLOSSOM LN,6022596.4,2127747.9,37.82365130313,-122.36650292021,,3.877780199
365374,35118000,KELHAM ST,PEACEMAKERS ST,6020700.6,2128220.3,37.82484438597,-122.37309801312,,3.158974886
365373,35085000,TRADE WINDS AVE,WURSTER LN,6023091.4,2126752.2,37.82094443975,-122.3647207772,,6.83517313
365372,35132000,GARDEN WALK,PACIFICA ST,6019490.7,2129213.0,37.8275035267,-122.37735511907,,2.364211559
365371,35096000,CRAVATH ST,AVENUE OF THE PALMS,6020617.4,2126388.3,37.81980957317,-122.37325906182,,4.015807152
365370,35118000,PEACEMAKERS ST,KELHAM ST,6020700.6,2128220.3,37.82484438597,-122.37309801312,,3.158974886
365369,35110000,MACKY LN,GOLDEN BELL WAY,6022093.1,2127422.7,37.82273080123,-122.36822263278,,3.332288265
365368,35106000,BLOSSOM LN,ZOE DELL LN,6022780.1,2127955.1,37.82423028569,-122.36588133891,,3.811694622
365367,35104000,BLOSSOM LN,PHILLIPS LN,6022412.6,2127540.7,37.82307231175,-122.36712483797,,3.519946337
365366,35122000,SEVEN SEAS AVE,MAYBECK ST,6020109.9,2128423.4,37.8253695654,-122.37515685685,,2.872466087
365365,35114000,AVENUE OF THE PALMS,KELHAM ST,6020063.7,2127502.1,37.82283735283,-122.37525286985,,2.813868046
365364,35107000,BLOSSOM LN,PORTWAY PASSAGE,6022974.8,2128176.6,37.82484913144,-122.3652226572,,4.194572926
365363,35124000,MAYBECK ST,PEACEMAKERS ST,6020419.4,2128777.6,37.82635913921,-122.37411004705,,3.066950798
365362,35082000,TRADE WINDS AVE,BRAGHETTA LN,6022278.8,2126204.2,37.8193952614,-122.36749565669,,8.992668152
365361,35083000,MACKY LN,TRADE WINDS AVE,6022615.8,2126371.1,37.8198719919,-122.36634071022,,8.469724655
365360,35137000,TREASURE ISLAND RD,CLIPPER COVE AVE,6021102.9,2125025.8,37.81609514046,-122.37148425434,,4.08562851
365359,35111000,JOHNSON ST,AVENUE OF THE PALMS,6020340.6,2126945.2,37.82132347018,-122.37425577243,,4.11793375
365358,35081000,TRADE WINDS AVE,PEACEMAKERS ST,6021820.4,2125973.4,37.81873640747,-122.36906637315,,8.922089577
365357,35102000,FARALLON ST,MACKY LN,6022242.0,2127123.0,37.82191605646,-122.36768651107,,3.592550278
365356,35143000,PEACEMAKERS ST,INDIES PL,6021923.2,2125764.7,37.81816900312,-122.36869612539,,4.360000134
365355,35123000,SIESTA WAY,MAYBECK ST,6020268.8,2128602.5,37.8258700733,-122.37461922839,,2.791742086
365354,35113000,JOHNSON ST,SEVEN SEAS AVE,6020663.6,2127309.5,37.82234151102,-122.37316297779,,4.507140636
365353,35133000,SEVEN SEAS AVE,PACIFICA ST,6019641.6,2129365.6,37.82793084121,-122.37684334377,,2.017279148
365352,35105000,BLOSSOM LN,WURSTER LN,6022596.4,2127747.9,37.82365130313,-122.36650292021,,3.877780199
365351,35137000,UNNAMED ST,TREASURE ISLAND RD,6021102.9,2125025.8,37.81609514046,-122.37148425434,,4.08562851
365350,35114000,KELHAM ST,AVENUE OF THE PALMS,6020063.7,2127502.1,37.82283735283,-122.37525286985,,2.813868046
365349,35128000,SOTOMAYOR ST,SEVEN SEAS AVE,6019833.0,2128980.3,37.82688343925,-122.37615402699,,2.541696787
365348,35095000,BRUTON ST,SEVEN SEAS AVE,6021188.7,2126253.3,37.81947028154,-122.37127224925,,4.358994484
365347,35138000,CLIPPER COVE AVE,SEVEN SEAS AVE,6021657.1,2125305.9,37.81689464943,-122.36958544099,,3.948201895
365346,35123000,MAYBECK ST,SIESTA WAY,6020268.8,2128602.5,37.8258700733,-122.37461922839,,2.791742086
365345,35102000,MACKY LN,FARALLON ST,6022242.0,2127123.0,37.82191605646,-122.36768651107,,3.592550278
365344,35084000,PHILLIPS LN,TRADE WINDS AVE,6022904.9,2126549.6,37.82037794022,-122.3653523493,,8.468874931
365343,35095000,SEVEN SEAS AVE,BRUTON ST,6021188.7,2126253.3,37.81947028154,-122.37127224925,,4.358994484
365342,35131000,PACIFICA ST,AVENUE OF THE PALMS,6019312.9,2129012.4,37.8269429312,-122.37795667293,,2.316111326
365341,35079000,TREASURE ISLAND RD,TRADE WINDS AVE,6020863.6,2125508.0,37.81740600513,-122.37234590867,,4.171662807
365340,35116000,SEVEN SEAS AVE,KELHAM ST,6020386.8,2127866.5,37.82385568268,-122.37415972738,,3.404750347
365339,35083000,TRADE WINDS AVE,MACKY LN,6022615.8,2126371.1,37.8198719919,-122.36634071022,,8.469724655
365338,35136000,UNNAMED ST,PORTWAY PASSAGE,6021315.1,2130345.0,37.83071206317,-122.37111794097,,3.303615808
